hash,evaluator,answer,evaluator_type,start_time,end_time,duration,fluency,adequacy
3beabab67aef1d01f3931edd9df24b1dbfcef619,Expert 1,91,Student,2025-03-02T10:19:44.769Z,2025-03-02T10:19:51.419Z,6.65,,
8d96bc4a573d9f8a43b44b650fb63e022d0a5329,Expert 3,23,Student,2025-03-02T02:50:33.963Z,2025-03-02T02:50:55.886Z,21.923,,
8d96bc4a573d9f8a43b44b650fb63e022d0a5329,Expert 2,27,Student,2025-03-02T08:00:03.576Z,2025-03-02T08:00:12.112Z,8.536,,
8d96bc4a573d9f8a43b44b650fb63e022d0a5329,Expert 1,81,Student,2025-03-02T10:17:20.763Z,2025-03-02T10:17:31.906Z,11.143,,
20f004b98f2a09152440a7d75b03d66ae45bdd60,Expert 3,15,Student,2025-03-02T02:31:14.973Z,2025-03-02T02:31:34.859Z,19.886,,
20f004b98f2a09152440a7d75b03d66ae45bdd60,Expert 2,16,Student,2025-03-02T07:59:38.333Z,2025-03-02T07:59:44.294Z,5.961,,
20f004b98f2a09152440a7d75b03d66ae45bdd60,Expert 1,35,Student,2025-03-02T10:21:02.308Z,2025-03-02T10:21:10.77Z,8.462,,
52755fa969d14c9da462da7a4ab72aeddf76677b,Expert 1,97,Student,2025-03-01T23:14:35.61Z,2025-03-01T23:14:51.938Z,16.328,,
52755fa969d14c9da462da7a4ab72aeddf76677b,Expert 3,78,Student,2025-03-02T02:04:14.315Z,2025-03-02T02:04:46.82Z,32.505,,
52755fa969d14c9da462da7a4ab72aeddf76677b,Expert 2,100,Student,2025-03-02T07:53:22.155Z,2025-03-02T07:53:27.304Z,5.149,,
d2fc8b027bf6addfc2ad9b55283b0ac698548233,Expert 3,46,Student,2025-03-02T01:39:56.633Z,2025-03-02T01:40:25.115Z,28.482,,
d2fc8b027bf6addfc2ad9b55283b0ac698548233,Expert 2,13,Student,2025-03-02T08:09:05.845Z,2025-03-02T08:09:14.763Z,8.918,,
d2fc8b027bf6addfc2ad9b55283b0ac698548233,Expert 1,68,Student,2025-03-02T10:16:12.994Z,2025-03-02T10:16:25.365Z,12.371,,
09a09abf254bebadf0414cdec09295097efd0a8e,Expert 3,94,Student,2025-03-02T01:34:59.134Z,2025-03-02T01:35:08.809Z,9.675,,
09a09abf254bebadf0414cdec09295097efd0a8e,Expert 2,99,Student,2025-03-02T07:54:12.083Z,2025-03-02T07:54:19.173Z,7.09,,
09a09abf254bebadf0414cdec09295097efd0a8e,Expert 1,97,Student,2025-03-02T10:16:35.164Z,2025-03-02T10:16:43.963Z,8.799,,
b13ab40de07bf1a3d7c898b41025edc071d45179,Expert 3,60,Student,2025-03-02T02:00:02.99Z,2025-03-02T02:01:35.059Z,92.069,,
b13ab40de07bf1a3d7c898b41025edc071d45179,Expert 2,95,Student,2025-03-02T07:52:02.913Z,2025-03-02T07:52:27.424Z,24.511,,
b13ab40de07bf1a3d7c898b41025edc071d45179,Expert 1,78,Student,2025-03-02T10:22:01.892Z,2025-03-02T10:22:15.787Z,13.895,,
2c54683a48b1d8cd125f8e8bfe9830841296e227,Expert 3,86,Student,2025-03-02T01:51:23.257Z,2025-03-02T01:51:51.146Z,27.889,,
2c54683a48b1d8cd125f8e8bfe9830841296e227,Expert 2,90,Student,2025-03-02T08:01:36.447Z,2025-03-02T08:01:48.136Z,11.689,,
2c54683a48b1d8cd125f8e8bfe9830841296e227,Expert 1,81,Student,2025-03-02T10:15:01.086Z,2025-03-02T10:15:13.162Z,12.076,,
b466d36fe52b190ae7da1e2ec16246f37b027e41,Expert 3,76,Student,2025-03-02T01:42:03.776Z,2025-03-02T01:42:27.441Z,23.665,,
b466d36fe52b190ae7da1e2ec16246f37b027e41,Expert 2,100,Student,2025-03-02T08:12:37.284Z,2025-03-02T08:12:45.765Z,8.481,,
b466d36fe52b190ae7da1e2ec16246f37b027e41,Expert 1,93,Student,2025-03-02T10:16:50.436Z,2025-03-02T10:16:56.672Z,6.236,,
ff9bcbd0cebacfd79edd3f378adb7201b45a8328,Expert 3,91,Student,2025-03-02T02:15:44.945Z,2025-03-02T02:16:02.169Z,17.224,,
ff9bcbd0cebacfd79edd3f378adb7201b45a8328,Expert 2,100,Student,2025-03-02T07:53:07.866Z,2025-03-02T07:53:15.644Z,7.778,,
ff9bcbd0cebacfd79edd3f378adb7201b45a8328,Expert 1,95,Student,2025-03-02T10:23:04.621Z,2025-03-02T10:23:14.01Z,9.389,,
30201c2be158b57c386767db8ac8b74dca3dfb8e,Expert 3,10,Student,2025-03-02T01:15:08.309Z,2025-03-02T01:15:38.225Z,29.916,,
30201c2be158b57c386767db8ac8b74dca3dfb8e,Expert 2,67,Student,2025-03-02T08:14:23.762Z,2025-03-02T08:14:38.632Z,14.87,,
30201c2be158b57c386767db8ac8b74dca3dfb8e,Expert 1,83,Student,2025-03-02T10:17:12.795Z,2025-03-02T10:17:20.68Z,7.885,,
07d0763ce73e651b06156a36f39611c25c711610,Expert 3,68,Student,2025-03-02T02:37:38.668Z,2025-03-02T02:38:33.675Z,55.007,,
07d0763ce73e651b06156a36f39611c25c711610,Expert 2,1,Student,2025-03-02T07:46:59.076Z,2025-03-02T07:47:05.857Z,6.781,,
07d0763ce73e651b06156a36f39611c25c711610,Expert 1,93,Student,2025-03-02T10:17:57.966Z,2025-03-02T10:18:08.163Z,10.197,,
9960a58f1665446ea2076633c13faf298bd4d043,Expert 3,69,Student,2025-03-02T01:44:44.986Z,2025-03-02T01:45:56.073Z,71.087,,
9960a58f1665446ea2076633c13faf298bd4d043,Expert 2,100,Student,2025-03-02T08:16:05.625Z,2025-03-02T08:16:24.824Z,19.199,,
9960a58f1665446ea2076633c13faf298bd4d043,Expert 1,94,Student,2025-03-02T10:23:14.127Z,2025-03-02T10:23:29.838Z,15.711,,
624d25fb41f9cf4b55d04c8eb436377c3a45ce6b,Expert 3,40,Student,2025-03-02T01:32:02.842Z,2025-03-02T01:32:50.399Z,47.557,,
624d25fb41f9cf4b55d04c8eb436377c3a45ce6b,Expert 2,45,Student,2025-03-02T08:21:16.274Z,2025-03-02T08:21:25.897Z,9.623,,
624d25fb41f9cf4b55d04c8eb436377c3a45ce6b,Expert 1,45,Student,2025-03-02T10:20:44.515Z,2025-03-02T10:20:53.885Z,9.37,,
600895147473f1c069d71f01cdd43dc7bfd5e6a1,Expert 3,57,Student,2025-03-02T02:08:45.774Z,2025-03-02T02:09:22.387Z,36.613,,
600895147473f1c069d71f01cdd43dc7bfd5e6a1,Expert 2,88,Student,2025-03-02T08:01:17.873Z,2025-03-02T08:01:27.264Z,9.391,,
600895147473f1c069d71f01cdd43dc7bfd5e6a1,Expert 1,84,Student,2025-03-02T10:15:47.918Z,2025-03-02T10:15:57.139Z,9.221,,
59ef7fed61892f3648e22a2f1367adb42232fcbf,Expert 1,97,Student,2025-03-01T23:13:46.726Z,2025-03-01T23:13:56.61Z,9.884,,
59ef7fed61892f3648e22a2f1367adb42232fcbf,Expert 3,91,Student,2025-03-02T00:52:17.851Z,2025-03-02T00:52:47.414Z,29.563,,
59ef7fed61892f3648e22a2f1367adb42232fcbf,Expert 2,98,Student,2025-03-02T07:50:12.165Z,2025-03-02T07:50:20.65Z,8.485,,
bc515e0b2e22698ebf2d43848e13530cab176063,Expert 3,65,Student,2025-03-02T02:44:47.758Z,2025-03-02T02:45:47.016Z,59.258,,
bc515e0b2e22698ebf2d43848e13530cab176063,Expert 2,95,Student,2025-03-02T08:13:03.134Z,2025-03-02T08:13:20.213Z,17.079,,
bc515e0b2e22698ebf2d43848e13530cab176063,Expert 1,85,Student,2025-03-02T10:14:28.264Z,2025-03-02T10:14:39.707Z,11.443,,
1ce15556a6ecd32e85dba5bb36dde4d76e1c5051,Expert 3,68,Student,2025-03-02T02:16:02.29Z,2025-03-02T02:16:20.35Z,18.06,,
1ce15556a6ecd32e85dba5bb36dde4d76e1c5051,Expert 2,99,Student,2025-03-02T08:00:12.325Z,2025-03-02T08:00:17.573Z,5.248,,
1ce15556a6ecd32e85dba5bb36dde4d76e1c5051,Expert 1,96,Student,2025-03-02T10:18:33.247Z,2025-03-02T10:18:39.468Z,6.221,,
eadd5204f1ece5acef73a3463a1415f8d1ca7a5c,Expert 1,96,Student,2025-03-01T23:15:28.025Z,2025-03-01T23:15:33.729Z,5.704,,
eadd5204f1ece5acef73a3463a1415f8d1ca7a5c,Expert 3,29,Student,2025-03-02T01:26:21.532Z,2025-03-02T01:26:40.157Z,18.625,,
eadd5204f1ece5acef73a3463a1415f8d1ca7a5c,Expert 2,87,Student,2025-03-02T07:47:38.687Z,2025-03-02T07:47:44.994Z,6.307,,
c050373c67f62d403af007d9eb5d13e0be7e7499,Expert 3,12,Student,2025-03-02T00:51:56.853Z,2025-03-02T00:52:17.724Z,20.871,,
c050373c67f62d403af007d9eb5d13e0be7e7499,Expert 2,13,Student,2025-03-02T08:03:18.245Z,2025-03-02T08:03:25.051Z,6.806,,
c050373c67f62d403af007d9eb5d13e0be7e7499,Expert 1,56,Student,2025-03-02T10:15:57.272Z,2025-03-02T10:16:03.719Z,6.447,,
fd402cf9179547abfc797792200004d282ad9586,Expert 3,88,Student,2025-03-02T01:51:02.973Z,2025-03-02T01:51:23.135Z,20.162,,
fd402cf9179547abfc797792200004d282ad9586,Expert 2,100,Student,2025-03-02T08:10:58.839Z,2025-03-02T08:11:03.504Z,4.665,,
fd402cf9179547abfc797792200004d282ad9586,Expert 1,96,Student,2025-03-02T10:15:13.374Z,2025-03-02T10:15:17.47Z,4.096,,
0e024aa9a3966aa08067505120a4aa4c81b274af,Expert 3,20,Student,2025-03-02T00:48:48.626Z,2025-03-02T00:49:02.704Z,14.078,,
0e024aa9a3966aa08067505120a4aa4c81b274af,Expert 2,20,Student,2025-03-02T08:03:58.402Z,2025-03-02T08:04:05.235Z,6.833,,
0e024aa9a3966aa08067505120a4aa4c81b274af,Expert 1,25,Student,2025-03-02T10:18:16.516Z,2025-03-02T10:18:24.823Z,8.307,,
234a86a6e06755fa59fa48587df22a9215e1035f,Expert 1,95,Student,2025-03-01T23:14:04.367Z,2025-03-01T23:14:09.059Z,4.692,,
234a86a6e06755fa59fa48587df22a9215e1035f,Expert 3,69,Student,2025-03-02T02:14:49.849Z,2025-03-02T02:15:20.806Z,30.957,,
234a86a6e06755fa59fa48587df22a9215e1035f,Expert 2,100,Student,2025-03-02T08:11:49.218Z,2025-03-02T08:11:53.185Z,3.967,,
9a88fb66675988d4e3e53f5c4d560b406be16adc,Expert 3,20,Student,2025-03-02T00:58:18.119Z,2025-03-02T00:59:04.672Z,46.553,,
9a88fb66675988d4e3e53f5c4d560b406be16adc,Expert 2,5,Student,2025-03-02T08:09:14.886Z,2025-03-02T08:09:23.957Z,9.071,,
9a88fb66675988d4e3e53f5c4d560b406be16adc,Expert 1,42,Student,2025-03-02T10:20:54.03Z,2025-03-02T10:21:02.201Z,8.171,,
16a765535de47bf3b13ee7a9521c3e4d4bdcd7c6,Expert 1,44,Student,2025-03-01T23:15:33.822Z,2025-03-01T23:15:45.932Z,12.11,,
16a765535de47bf3b13ee7a9521c3e4d4bdcd7c6,Expert 3,15,Student,2025-03-02T02:33:17.914Z,2025-03-02T02:33:43.873Z,25.959,,
16a765535de47bf3b13ee7a9521c3e4d4bdcd7c6,Expert 2,28,Student,2025-03-02T07:52:35.931Z,2025-03-02T07:52:45.327Z,9.396,,
b7ed63e3e839a47424b597fbe9afe34a02f2bff7,Expert 3,40,Student,2025-03-02T01:27:48.368Z,2025-03-02T01:28:02.271Z,13.903,,
b7ed63e3e839a47424b597fbe9afe34a02f2bff7,Expert 2,48,Student,2025-03-02T08:15:52.733Z,2025-03-02T08:16:05.484Z,12.751,,
b7ed63e3e839a47424b597fbe9afe34a02f2bff7,Expert 1,64,Student,2025-03-02T10:14:39.866Z,2025-03-02T10:14:48.311Z,8.445,,
19b74e815da3a183dca72fcbb579ee0ebbacf46c,Expert 3,78,Student,2025-03-02T02:30:12.497Z,2025-03-02T02:31:14.85Z,62.353,,
19b74e815da3a183dca72fcbb579ee0ebbacf46c,Expert 2,87,Student,2025-03-02T07:45:56.279Z,2025-03-02T07:46:06.085Z,9.806,,
19b74e815da3a183dca72fcbb579ee0ebbacf46c,Expert 1,80,Student,2025-03-02T10:19:22.323Z,2025-03-02T10:19:35.743Z,13.42,,
ec2a3c1ed00ff52458014d33e70c84563bb3a35c,Expert 3,68,Student,2025-03-02T02:10:50.118Z,2025-03-02T02:11:26.666Z,36.548,,
ec2a3c1ed00ff52458014d33e70c84563bb3a35c,Expert 2,100,Student,2025-03-02T07:55:54.745Z,2025-03-02T07:56:01.494Z,6.749,,
ec2a3c1ed00ff52458014d33e70c84563bb3a35c,Expert 1,95,Student,2025-03-02T10:16:56.795Z,2025-03-02T10:17:01.903Z,5.108,,
be2a0403c02699697d4ae74e9e34e6235065c47e,Expert 3,78,Student,2025-03-02T01:03:39.05Z,2025-03-02T01:03:58.088Z,19.038,,
be2a0403c02699697d4ae74e9e34e6235065c47e,Expert 2,48,Student,2025-03-02T08:19:26.946Z,2025-03-02T08:19:38.386Z,11.44,,
be2a0403c02699697d4ae74e9e34e6235065c47e,Expert 1,96,Student,2025-03-02T10:17:02.037Z,2025-03-02T10:17:08.376Z,6.339,,
f0ee30fe144a887631635f81dd3d60ffa3acccf3,Expert 3,69,Student,2025-03-02T01:13:36.137Z,2025-03-02T01:13:49.42Z,13.283,,
f0ee30fe144a887631635f81dd3d60ffa3acccf3,Expert 2,100,Student,2025-03-02T08:06:02.377Z,2025-03-02T08:06:07.105Z,4.728,,
f0ee30fe144a887631635f81dd3d60ffa3acccf3,Expert 1,97,Student,2025-03-02T10:17:32.014Z,2025-03-02T10:17:37.265Z,5.251,,
6faed76ad73112b3c1e977ac3963de31759414c1,Expert 3,45,Student,2025-03-02T01:03:10.552Z,2025-03-02T01:03:38.927Z,28.375,,
6faed76ad73112b3c1e977ac3963de31759414c1,Expert 2,99,Student,2025-03-02T08:07:15.811Z,2025-03-02T08:07:28.681Z,12.87,,
6faed76ad73112b3c1e977ac3963de31759414c1,Expert 1,85,Student,2025-03-02T10:20:07.86Z,2025-03-02T10:20:16.795Z,8.935,,
40bd0e7275a33375f7b4974d3f5a3d798793b746,Expert 1,96,Student,2025-03-01T23:12:47.066Z,2025-03-01T23:12:54.964Z,7.898,,
40bd0e7275a33375f7b4974d3f5a3d798793b746,Expert 3,56,Student,2025-03-02T00:46:37.698Z,2025-03-02T00:47:14.061Z,36.363,,
40bd0e7275a33375f7b4974d3f5a3d798793b746,Expert 2,100,Student,2025-03-02T07:58:55.484Z,2025-03-02T07:59:05.176Z,9.692,,
a8b126ad58c3a9f135a99e99ff322542b936fd2c,Expert 1,92,Student,2025-03-01T23:11:50.189Z,2025-03-01T23:12:02.559Z,12.37,,
a8b126ad58c3a9f135a99e99ff322542b936fd2c,Expert 3,71,Student,2025-03-02T02:51:09.208Z,2025-03-02T02:51:30.492Z,21.284,,
a8b126ad58c3a9f135a99e99ff322542b936fd2c,Expert 2,98,Student,2025-03-02T07:58:28.813Z,2025-03-02T07:58:35.127Z,6.314,,
bea1cd7bbbe650b1f6f8af958cb8625bc9c3867b,Expert 1,84,Student,2025-03-01T23:15:46.093Z,2025-03-01T23:15:52.873Z,6.78,,
bea1cd7bbbe650b1f6f8af958cb8625bc9c3867b,Expert 3,85,Student,2025-03-02T02:11:26.758Z,2025-03-02T02:12:24.209Z,57.451,,
bea1cd7bbbe650b1f6f8af958cb8625bc9c3867b,Expert 2,71,Student,2025-03-02T07:47:45.124Z,2025-03-02T07:47:51.066Z,5.942,,
3127ff82ab8c81ccf8abcb87c45e08822d51e8c9,Expert 3,49,Student,2025-03-02T00:51:17.884Z,2025-03-02T00:51:37.741Z,19.857,,
3127ff82ab8c81ccf8abcb87c45e08822d51e8c9,Expert 2,99,Student,2025-03-02T07:54:06.21Z,2025-03-02T07:54:11.943Z,5.733,,
3127ff82ab8c81ccf8abcb87c45e08822d51e8c9,Expert 1,93,Student,2025-03-02T10:15:41.327Z,2025-03-02T10:15:47.837Z,6.51,,
a41c848b7e85308a6d59d8754b98ecca5c2a496a,Expert 3,10,Student,2025-03-02T00:57:27.465Z,2025-03-02T00:57:45.879Z,18.414,,
a41c848b7e85308a6d59d8754b98ecca5c2a496a,Expert 2,21,Student,2025-03-02T07:57:17.166Z,2025-03-02T07:57:41.124Z,23.958,,
a41c848b7e85308a6d59d8754b98ecca5c2a496a,Expert 1,44,Student,2025-03-02T10:21:55.437Z,2025-03-02T10:22:01.665Z,6.228,,
a0791b1392d79d0b7aa5e4ce8c6a1807a1878aad,Expert 3,80,Student,2025-03-02T00:46:05.015Z,2025-03-02T00:46:20.047Z,15.032,,
a0791b1392d79d0b7aa5e4ce8c6a1807a1878aad,Expert 2,100,Student,2025-03-02T08:05:18.016Z,2025-03-02T08:05:25.685Z,7.669,,
a0791b1392d79d0b7aa5e4ce8c6a1807a1878aad,Expert 1,96,Student,2025-03-02T10:17:08.483Z,2025-03-02T10:17:12.658Z,4.175,,
9b1300bf13adbf74106d550ced043f7c559984dc,Expert 3,1,Student,2025-03-02T02:08:20.092Z,2025-03-02T02:08:45.667Z,25.575,,
9b1300bf13adbf74106d550ced043f7c559984dc,Expert 2,7,Student,2025-03-02T07:48:29.606Z,2025-03-02T07:48:37.186Z,7.58,,
9b1300bf13adbf74106d550ced043f7c559984dc,Expert 1,36,Student,2025-03-02T10:18:08.279Z,2025-03-02T10:18:16.261Z,7.982,,
fa889e2afe648e07006fea8dacb7e359190043e7,Expert 3,88,Student,2025-03-02T02:02:49.162Z,2025-03-02T02:04:14.193Z,85.031,,
fa889e2afe648e07006fea8dacb7e359190043e7,Expert 2,100,Student,2025-03-02T07:46:44.66Z,2025-03-02T07:46:50.005Z,5.345,,
fa889e2afe648e07006fea8dacb7e359190043e7,Expert 1,97,Student,2025-03-02T10:18:28.657Z,2025-03-02T10:18:33.171Z,4.514,,
98da4c99a9ac210ba9c4ef7e6d75e77f866bf361,Expert 3,50,Student,2025-03-02T01:26:53.864Z,2025-03-02T01:27:48.282Z,54.418,,
98da4c99a9ac210ba9c4ef7e6d75e77f866bf361,Expert 2,83,Student,2025-03-02T08:04:05.345Z,2025-03-02T08:04:20.614Z,15.269,,
98da4c99a9ac210ba9c4ef7e6d75e77f866bf361,Expert 1,80,Student,2025-03-02T10:21:32.876Z,2025-03-02T10:21:41.922Z,9.046,,
86c40ccddd5122fbe2ff35378ee721dfb4f49a4a,Expert 3,4,Student,2025-03-02T02:19:37.077Z,2025-03-02T02:20:02.131Z,25.054,,
86c40ccddd5122fbe2ff35378ee721dfb4f49a4a,Expert 2,22,Student,2025-03-02T08:08:51.966Z,2025-03-02T08:09:05.727Z,13.761,,
86c40ccddd5122fbe2ff35378ee721dfb4f49a4a,Expert 1,75,Student,2025-03-02T10:18:39.606Z,2025-03-02T10:18:48.368Z,8.762,,
4feb51273ee0b31101848b5b60cd0925504f8b2b,Expert 3,36,Student,2025-03-02T02:47:41.194Z,2025-03-02T02:48:10.775Z,29.581,,
4feb51273ee0b31101848b5b60cd0925504f8b2b,Expert 2,15,Student,2025-03-02T08:02:31.003Z,2025-03-02T08:02:38.113Z,7.11,,
4feb51273ee0b31101848b5b60cd0925504f8b2b,Expert 1,44,Student,2025-03-02T10:22:46.818Z,2025-03-02T10:22:55.317Z,8.499,,
db536e6b8fb52194e96e1ab0c303df427a250671,Expert 3,77,Student,2025-03-02T02:47:02.894Z,2025-03-02T02:47:41.074Z,38.18,,
db536e6b8fb52194e96e1ab0c303df427a250671,Expert 2,96,Student,2025-03-02T08:12:54.962Z,2025-03-02T08:13:03Z,8.038,,
db536e6b8fb52194e96e1ab0c303df427a250671,Expert 1,79,Student,2025-03-02T10:21:20.195Z,2025-03-02T10:21:32.693Z,12.498,,
b12d74a0c1efaab95de155263fc339a809eaf80e,Expert 1,59,Student,2025-03-01T23:14:29.292Z,2025-03-01T23:14:35.477Z,6.185,,
b12d74a0c1efaab95de155263fc339a809eaf80e,Expert 3,20,Student,2025-03-02T01:00:37.829Z,2025-03-02T01:00:55.839Z,18.01,,
b12d74a0c1efaab95de155263fc339a809eaf80e,Expert 2,31,Student,2025-03-02T07:50:20.758Z,2025-03-02T07:50:32.057Z,11.299,,
cbafdcc72ed819a9f8b44132c97631ea033e5f15,Expert 3,57,Student,2025-03-02T00:48:20.689Z,2025-03-02T00:48:48.499Z,27.81,,
cbafdcc72ed819a9f8b44132c97631ea033e5f15,Expert 2,35,Student,2025-03-02T07:46:27.136Z,2025-03-02T07:46:32.118Z,4.982,,
cbafdcc72ed819a9f8b44132c97631ea033e5f15,Expert 1,55,Student,2025-03-02T10:21:10.975Z,2025-03-02T10:21:20.043Z,9.068,,
0b0dc91d76fb30e6accb8b5ad8725da615ad5b88,Expert 3,85,Student,2025-03-02T01:23:27.294Z,2025-03-02T01:23:43.327Z,16.033,,
0b0dc91d76fb30e6accb8b5ad8725da615ad5b88,Expert 2,100,Student,2025-03-02T07:54:19.313Z,2025-03-02T07:54:39.046Z,19.733,,
0b0dc91d76fb30e6accb8b5ad8725da615ad5b88,Expert 1,94,Student,2025-03-02T10:18:54.183Z,2025-03-02T10:19:04.165Z,9.982,,
f1bc17903487dcf17324c24f87f24d46a0849cf2,Expert 1,95,Student,2025-03-01T23:13:40.949Z,2025-03-01T23:13:46.592Z,5.643,,
f1bc17903487dcf17324c24f87f24d46a0849cf2,Expert 3,64,Student,2025-03-02T01:29:04.089Z,2025-03-02T01:29:18.72Z,14.631,,
f1bc17903487dcf17324c24f87f24d46a0849cf2,Expert 2,99,Student,2025-03-02T08:05:43.065Z,2025-03-02T08:05:53.094Z,10.029,,
3b1fc2b6201dfe2a15eaaf211768ca36df6b9a3d,Expert 1,24,Student,2025-03-01T23:11:40.515Z,2025-03-01T23:11:50.063Z,9.548,,
3b1fc2b6201dfe2a15eaaf211768ca36df6b9a3d,Expert 3,47,Student,2025-03-02T02:26:33.993Z,2025-03-02T02:27:13.906Z,39.913,,
3b1fc2b6201dfe2a15eaaf211768ca36df6b9a3d,Expert 2,63,Student,2025-03-02T07:56:59.319Z,2025-03-02T07:57:06.945Z,7.626,,
50e22042ea676a4ed7f8bbad8f871e8be6d490e0,Expert 1,57,Student,2025-03-01T23:14:56.528Z,2025-03-01T23:15:04.055Z,7.527,,
50e22042ea676a4ed7f8bbad8f871e8be6d490e0,Expert 3,67,Student,2025-03-02T01:50:51.417Z,2025-03-02T01:51:02.879Z,11.462,,
50e22042ea676a4ed7f8bbad8f871e8be6d490e0,Expert 2,18,Student,2025-03-02T07:46:06.213Z,2025-03-02T07:46:13.128Z,6.915,,
0788ddede6418749303137efa2046f012b83ac99,Expert 3,60,Student,2025-03-02T01:21:12.245Z,2025-03-02T01:21:39.162Z,26.917,,
0788ddede6418749303137efa2046f012b83ac99,Expert 2,13,Student,2025-03-02T08:09:24.103Z,2025-03-02T08:09:30.583Z,6.48,,
0788ddede6418749303137efa2046f012b83ac99,Expert 1,44,Student,2025-03-02T10:22:55.438Z,2025-03-02T10:23:04.444Z,9.006,,
03a86e325a4de9a461692f63214e93dd80e5815a,Expert 3,20,Student,2025-03-02T00:52:47.504Z,2025-03-02T00:52:58.23Z,10.726,,
03a86e325a4de9a461692f63214e93dd80e5815a,Expert 2,11,Student,2025-03-02T08:07:28.79Z,2025-03-02T08:07:35.123Z,6.333,,
03a86e325a4de9a461692f63214e93dd80e5815a,Expert 1,7,Student,2025-03-02T10:15:33.651Z,2025-03-02T10:15:41.172Z,7.521,,
dbe8a172b4ca9be01ea458cb204b01eac3aa681a,Expert 3,62,Student,2025-03-02T01:15:51.386Z,2025-03-02T01:16:37.687Z,46.301,,
dbe8a172b4ca9be01ea458cb204b01eac3aa681a,Expert 2,54,Student,2025-03-02T08:17:51.837Z,2025-03-02T08:18:03.064Z,11.227,,
dbe8a172b4ca9be01ea458cb204b01eac3aa681a,Expert 1,96,Student,2025-03-02T10:17:37.391Z,2025-03-02T10:17:52.048Z,14.657,,
850f1096ba33bc861164313bf10b9c8d2d6083ed,Expert 3,40,Student,2025-03-02T01:12:48.25Z,2025-03-02T01:13:36.007Z,47.757,,
850f1096ba33bc861164313bf10b9c8d2d6083ed,Expert 2,99,Student,2025-03-02T08:14:59.044Z,2025-03-02T08:15:04.864Z,5.82,,
850f1096ba33bc861164313bf10b9c8d2d6083ed,Expert 1,95,Student,2025-03-02T10:22:23.944Z,2025-03-02T10:22:31.196Z,7.252,,
78c26754943a165217dc03b8d60dd35ef25aaf31,Expert 3,69,Student,2025-03-02T01:24:29.428Z,2025-03-02T01:24:43.27Z,13.842,,
78c26754943a165217dc03b8d60dd35ef25aaf31,Expert 2,95,Student,2025-03-02T07:53:38.956Z,2025-03-02T07:53:44.358Z,5.402,,
78c26754943a165217dc03b8d60dd35ef25aaf31,Expert 1,97,Student,2025-03-02T10:18:24.937Z,2025-03-02T10:18:28.506Z,3.569,,
1a562a389efa0abaa01741fcb3f4db953d8606b9,Expert 3,57,Student,2025-03-02T01:57:10.686Z,2025-03-02T01:57:55.775Z,45.089,,
1a562a389efa0abaa01741fcb3f4db953d8606b9,Expert 2,13,Student,2025-03-02T08:19:38.525Z,2025-03-02T08:19:53.602Z,15.077,,
1a562a389efa0abaa01741fcb3f4db953d8606b9,Expert 1,76,Student,2025-03-02T10:23:29.933Z,2025-03-02T10:23:39.446Z,9.513,,
6681e076a045194d31d4b0ec3ff9bb5d0952bc5c,Expert 3,68,Student,2025-03-02T01:36:23.366Z,2025-03-02T01:36:44.994Z,21.628,,
6681e076a045194d31d4b0ec3ff9bb5d0952bc5c,Expert 2,31,Student,2025-03-02T08:06:27.192Z,2025-03-02T08:06:33.374Z,6.182,,
6681e076a045194d31d4b0ec3ff9bb5d0952bc5c,Expert 1,73,Student,2025-03-02T10:20:28.306Z,2025-03-02T10:20:34.571Z,6.265,,
e59b1434bea2180244e2c6064b3fd2f7bcc7a4d7,Expert 1,96,Student,2025-03-01T23:13:02.668Z,2025-03-01T23:13:07.955Z,5.287,,
e59b1434bea2180244e2c6064b3fd2f7bcc7a4d7,Expert 3,67,Student,2025-03-02T01:36:04.978Z,2025-03-02T01:36:23.22Z,18.242,,
e59b1434bea2180244e2c6064b3fd2f7bcc7a4d7,Expert 2,100,Student,2025-03-02T08:00:18.045Z,2025-03-02T08:00:25.921Z,7.876,,
3cd2bac553c7e63f5a0735c1fb39a0e27d2a0ca3,Expert 1,96,Student,2025-03-01T23:14:52.089Z,2025-03-01T23:14:56.407Z,4.318,,
3cd2bac553c7e63f5a0735c1fb39a0e27d2a0ca3,Expert 3,69,Student,2025-03-02T01:10:28.894Z,2025-03-02T01:10:55.519Z,26.625,,
3cd2bac553c7e63f5a0735c1fb39a0e27d2a0ca3,Expert 2,100,Student,2025-03-02T08:03:14.774Z,2025-03-02T08:03:18.097Z,3.323,,
83d23c6a35d7cadaa100d16ef335b02fc3b8bcb2,Expert 1,55,Student,2025-03-01T23:11:25.94Z,2025-03-01T23:11:34.368Z,8.428,,
83d23c6a35d7cadaa100d16ef335b02fc3b8bcb2,Expert 3,65,Student,2025-03-02T01:45:56.199Z,2025-03-02T01:46:37.656Z,41.457,,
83d23c6a35d7cadaa100d16ef335b02fc3b8bcb2,Expert 2,6,Student,2025-03-02T07:48:15.567Z,2025-03-02T07:48:22.638Z,7.071,,
8410d3d4b1b09f36b0de2dd82a06bb5751d26101,Expert 1,96,Student,2025-03-01T23:15:24.296Z,2025-03-01T23:15:27.903Z,3.607,,
8410d3d4b1b09f36b0de2dd82a06bb5751d26101,Expert 3,95,Student,2025-03-02T02:20:59.173Z,2025-03-02T02:21:08.84Z,9.667,,
