hash,evaluator_type,evaluator,score
03a86e325a4de9a461692f63214e93dd80e5815a,model,labse_distance,0.648939133
03b5ffcdc1cb1dec54913773c14448b5bf978215,model,labse_distance,0.854217231
0458ad4dfbde833d00f379bb93fffdae2e43067a,model,labse_distance,0.911479294
0586c348039debf5d3cfe1ebfa23a7710b7f417f,model,labse_distance,0.810551286
05ac137df4953aa61d8c54f20ee5868e468719ac,model,labse_distance,0.746719837
060579c748deb692d1ff2fbd638d70074627f27f,model,labse_distance,0.768707037
064f1c01742a7177ac067aed943880e979fe327e,model,labse_distance,0.81550312
0682924fcecc79694dd556e943e50f5e197de52f,model,labse_distance,0.67590189
068de6672b6e8811504da07ee73782171f09c778,model,labse_distance,0.899471462
06aee728284a6f06a776848b0e14022ab7bffd85,model,labse_distance,0.890643179
06e4e1392574db07353b1ac6e16970dc01196b33,model,labse_distance,0.493693233
06fbe09c6be14d4aa2d8ac2e2bb6462bc578aba6,model,labse_distance,0.917086184
0746ebc49d7a634888072e852c5e4fc28dd62b84,model,labse_distance,0.862445891
0788ddede6418749303137efa2046f012b83ac99,model,labse_distance,0.612563491
07d0763ce73e651b06156a36f39611c25c711610,model,labse_distance,0.771688402
0897fb5380bb620907ddc7917fdc86552f1875ae,model,labse_distance,0.918910503
08bbb49cd73c56f1befd84a3e78f42929423172f,model,labse_distance,0.722335517
09a09abf254bebadf0414cdec09295097efd0a8e,model,labse_distance,0.916479528
0a6bc2d06b3b45ad171710b3ae74518cc1d1d420,model,labse_distance,0.892848194
0b0b4a5693ee14b3e726bc82460a764849bc63b7,model,labse_distance,0.932314157
0b0dc91d76fb30e6accb8b5ad8725da615ad5b88,model,labse_distance,0.790620744
0b83b9bb4a1d2aff77260d5e639be61729acb671,model,labse_distance,0.631067812
0bf76c191f72ef7f084d2d9b836ad4e6246b740b,model,labse_distance,0.829021811
0c19f87314fd7b1a58a2d0a47e81f98cac2771b4,model,labse_distance,0.799702287
0c1b48e8b403d48f171995b5ff9a9a3817ba6249,model,labse_distance,0.909737587
0c3f576c119b1301a995d1d0fc316277d026cbbb,model,labse_distance,0.755310714
0c6bd822bf1e4a41f46fe8028ac548048f4d8185,model,labse_distance,0.78455323
0ca3955c0c3b0b1306698a9008c1cedf1c213bb3,model,labse_distance,0.898581803
0ce2ddff9d39d5b73f8f27cd027d1c48a55ac509,model,labse_distance,0.726926029
0ce9fad1f1659b9c610c789b48b454167c70b3a0,model,labse_distance,0.934276223
0d5f33e21768ee8cfad43f24e3c3feb93e59995a,model,labse_distance,0.884483695
0d747bbc3c6dd43581116a2d2c874227cfadc466,model,labse_distance,0.857350171
0e024aa9a3966aa08067505120a4aa4c81b274af,model,labse_distance,0.630016029
0e6a99c6b6157eedb77ba651a3e7558cc17c6e1a,model,labse_distance,0.949593544
0eb4dac1005758d358f9bedb9f05e6ff90608f2b,model,labse_distance,0.638196409
0f5779e054b19d688b1e693fe3af0c2c9b386ba4,model,labse_distance,0.811499178
10db625af733fd61b42bd98ffaffb7a2b5eeb400,model,labse_distance,0.834224999
114b9e1ce5b5fb52d0d03cddef42f6a036bf5929,model,labse_distance,0.793969214
114e6f0b468637736b5f15fafa80fc6922898c4c,model,labse_distance,0.917874932
11eb3063228a052bedb7db6f24d08df0a3f04ba9,model,labse_distance,0.457435966
11fe7d1a450dfc61f64de8b4c3d75b1dacd08e21,model,labse_distance,0.805201411
129e11df90b0ad148cc98c909bad37be51ab236e,model,labse_distance,0.92468375
12ac89c1b3f37c564bb8ebaedb3e82557c997767,model,labse_distance,0.907461405
13a6fa0a4a0dffa8dbf29f6a82764e4a65bb9988,model,labse_distance,0.725436866
1465894633f14090f27598b853f27396bee53f31,model,labse_distance,0.910058618
14b3802353782424bf1b2b45d174eb8bc61b4f41,model,labse_distance,0.840629399
14f3741f0bc1225948dcf2b94759dc543243b2fb,model,labse_distance,0.913525581
15a8faa5126ffdd9a48a85510118a94ed95bdd32,model,labse_distance,0.780885398
163f6630cd1f55d1416f2892030e72ba8e6636e6,model,labse_distance,0.837113678
16a765535de47bf3b13ee7a9521c3e4d4bdcd7c6,model,labse_distance,0.620372057
16acceed38021bcff1d518c48c0ed2cfeef30aef,model,labse_distance,0.883325279
178fa37efafd58164a2f8e8ee860b580e6bcf7b3,model,labse_distance,0.707604468
17fd4e47355b9916471304b0582b9069a4bbd920,model,labse_distance,0.957191169
18169ccf5f408192f1adab97e8b208103b046064,model,labse_distance,0.88763392
184ba6f68a9c465352b3c635da0b3ad6b5112861,model,labse_distance,0.878887296
185438f65fc3d29e1dc92041b659cf8d8981ab85,model,labse_distance,0.907024145
18cacfa79016389fde0afd28f2b03d60f2907ff3,model,labse_distance,0.675818145
18fbe6e2cb0081293f50aede1a33b6891c8c4832,model,labse_distance,0.719915032
19b74e815da3a183dca72fcbb579ee0ebbacf46c,model,labse_distance,0.93732214
1a562a389efa0abaa01741fcb3f4db953d8606b9,model,labse_distance,0.786807239
1abab6bc5ddf68a730eabd9f5f6f85658fc53b94,model,labse_distance,0.877645195
1c2886437147b98082b6d622f464a5ad12424c32,model,labse_distance,0.649217844
1ce15556a6ecd32e85dba5bb36dde4d76e1c5051,model,labse_distance,0.903741002
1d1f9f47ab31a71e1727b6f109cf9b7cc33f626c,model,labse_distance,0.778700054
1db3ca67955ba3523a1bc897aca84927657831c2,model,labse_distance,0.724800766
1e18aa2502288f644f8ae414b02138929b6561e2,model,labse_distance,0.903008819
1f302d3672cbabea5a46c02c6fd156c344891270,model,labse_distance,0.9105919
202c412f9755b74a78ee5cf92fd091ed1ab06b31,model,labse_distance,0.823358536
20af7bb6971f087b4f24782699aa158f0187514a,model,labse_distance,0.516627669
20dce25879d07fc86300f9dfd1d44c08f9778dd6,model,labse_distance,0.79215765
20f004b98f2a09152440a7d75b03d66ae45bdd60,model,labse_distance,0.697304785
2127a9b574f5235d17c4e72abadcda893aeef03e,model,labse_distance,0.964496672
21b213fcbda7666d29ba385cf4aaf9978767875e,model,labse_distance,0.724991202
21b2c104690957655266bda53f61fe245c799e90,model,labse_distance,0.819957912
21e7d94f86772b7d82e1dea493686e89c6cc1800,model,labse_distance,0.763804078
21e8ed2d9a1562951d380cb25954615e29f7fec5,model,labse_distance,0.873308241
225550de116d9d610b299bea4495606fd83a1b8e,model,labse_distance,0.918252051
228277422277072584081acbfda85b2628830855,model,labse_distance,0.696674883
2313b3a64feeb241357ad91bcd106fc99cdc5ee9,model,labse_distance,0.848529518
234a86a6e06755fa59fa48587df22a9215e1035f,model,labse_distance,0.928237498
246893396c4b46e9c2d82669a2fbaee53d35417a,model,labse_distance,0.820534289
250d946079755b475b829caf89be1058f08705af,model,labse_distance,0.95237112
2546339b78912e70d022c92e795d81cf2b2dbdf4,model,labse_distance,0.929851472
2578e1942d0781637126efbb80d6dd19c624cd65,model,labse_distance,0.824122548
257cd4572e0c4d111f954c54371f5eb912ba2c0c,model,labse_distance,0.779073775
2618665100be076ad2a4bf4729218161d5e68775,model,labse_distance,0.582435787
26e9aa666ef48b9084d39a6ef8ebce19aaa49e3d,model,labse_distance,0.865127087
2722efee8b411f4470bd56639fbf1b3d6b464ed7,model,labse_distance,0.890365422
283d585eb424d9034c4db6c3097593e815d7e9aa,model,labse_distance,0.908978462
28b55c31554a5d612f56c017f2ec7f779529dd79,model,labse_distance,0.898868799
28fa659fe0e8c092af37b3d50bedb16543b94ed9,model,labse_distance,0.804205894
29be16c72d697002ad208c30bcbd1ee58a96f94a,model,labse_distance,0.83769697
2a578b5d52de4ec9182884a99787ef3e881e5d12,model,labse_distance,0.773697317
2aaf935f3d8bd47cdac4bc5ed082bafe494eaa33,model,labse_distance,0.877742946
2af92ba457bcf166cd9f1bad78f0a04782f2978f,model,labse_distance,0.566103756
2b0add218d00588b03b8d293aef1d11c64c642a6,model,labse_distance,0.870875716
2b596bf42bf0a16b057c3f0500c5e3ae4b90dd20,model,labse_distance,0.880312264
2be84ad895540667b4cfafae9051e74003c4dc32,model,labse_distance,0.827361405
2c54683a48b1d8cd125f8e8bfe9830841296e227,model,labse_distance,0.823734701
2c72574904aedcfa4fadf3fe4a186a146243e4fb,model,labse_distance,0.864435971
2d67968ec039d92321bb0dd45edf5e40283422c8,model,labse_distance,0.763933241
2dcacf10c6f6c733ec2a15228a0e36404c4751a4,model,labse_distance,0.767914951
2e0aea39405bc544f7a26bac4e6104732dc77b99,model,labse_distance,0.704828322
2e88c7d4f4730bfc06aff96e72bee74bfeee26ad,model,labse_distance,0.751737058
2fbb1126373ab74cee5fe2add94a1cb1e753c326,model,labse_distance,0.85595423
30097b1c6753307a317d856c3a00d793be1be0f0,model,labse_distance,0.81441921
30201c2be158b57c386767db8ac8b74dca3dfb8e,model,labse_distance,0.783933997
30965949e51d26353c9314c48f44f2f95c2ed265,model,labse_distance,0.90926671
30e11c6fb100b0dc05637a45042ef61cbbb8e04f,model,labse_distance,0.719053805
31109b5541f9ee8ea771e3c12833050efa9f8c9e,model,labse_distance,0.932659507
3127ff82ab8c81ccf8abcb87c45e08822d51e8c9,model,labse_distance,0.920146883
315a03bc6901df26611cea14c4d14f21dc3f4c0e,model,labse_distance,0.678046107
319dadd2e601cc6543ab9eb9d546ffa0a29c421d,model,labse_distance,0.848799527
31d66cc56000c37288bac1958271df27fa104c88,model,labse_distance,0.839484632
32015317f880f41cfa2805e39f5425aaa55100e6,model,labse_distance,0.886109471
321be8964f0cb22b988d015b6327200fc0336ff5,model,labse_distance,0.843578279
3227f40af459a36c826a4cddeb69527879ab9035,model,labse_distance,0.912691236
32371a0d21926a6332c579cba56c4f2c442f83b7,model,labse_distance,0.892947674
3277d89fd4d722b13500775d32130eda8570883f,model,labse_distance,0.888775587
33248398de2a6d36fcad0a2087278935677f5430,model,labse_distance,0.7993747
333b3a84c35ff52f6ec3f3e6a9ce6ff8c609cfee,model,labse_distance,0.654315174
33bc94ed3fab63832bcfe17543e87ffd0aaec99b,model,labse_distance,0.803979814
33f9b845de65356a3b519fbad87ff62a27a4bd27,model,labse_distance,0.76651454
34cbe32928bd514e1733df1caff2408ed9e51607,model,labse_distance,0.91646415
34d6689ddb6793791a6c42c53d28eb05fe46b4aa,model,labse_distance,0.617563903
35aaddac4ed1237bb4719b307b34768af97bb3e8,model,labse_distance,0.896086991
35ab35243032bbfa0c8fb621b9632f6a38773f4c,model,labse_distance,0.832613707
35ff77e72777fbbca61f67449ee40be4d0730c5f,model,labse_distance,0.905102491
369bec129786b1b8b18779e1bdc580baa48d0287,model,labse_distance,0.848677993
36fb4923b8fa8760d6781116003ae1e0292723d5,model,labse_distance,0.964225054
3718dbca9baf6d962091532fe2cde7c955c53286,model,labse_distance,0.943089604
37955953c5843da679ced3bf8abce78c61a82db6,model,labse_distance,0.88664788
37ace8d5baf5a707c875ac396f337b3a096d8b12,model,labse_distance,0.92794019
37b9ee3b0ee3879d8ee237564669d1d0eb9b2f04,model,labse_distance,0.829472482
3848a94bab1d4aca408fca18b70c52d1f5b1dd6f,model,labse_distance,0.858913422
38f9868a261e01e0d5055e52845eedfacf5b9dd5,model,labse_distance,0.924810112
394f4f3f0dd124d36d16c644eaaeb2cdbb5ab548,model,labse_distance,0.855650425
396fb8b82371181b1645dbf78b4a0f9ae6d672a0,model,labse_distance,0.925529361
3982c1213bf3426dd26685adcab0cb3ed3ba99d4,model,labse_distance,0.810730398
3a243d2b19f92827757c11d930f7af75d0cc6665,model,labse_distance,0.852786541
3b1fc2b6201dfe2a15eaaf211768ca36df6b9a3d,model,labse_distance,0.682424903
3beabab67aef1d01f3931edd9df24b1dbfcef619,model,labse_distance,0.87040019
3c556b5664c60296d9a4023bf6d6bdb2f16c0e62,model,labse_distance,0.704126477
3cbdcf582ef683217e40c284439cf2f27133f025,model,labse_distance,0.809502542
3cd2bac553c7e63f5a0735c1fb39a0e27d2a0ca3,model,labse_distance,0.87199825
3d60c8f8feca917160d787010bbfeebc28eb493c,model,labse_distance,0.765496969
3dce7e14c7575c7328380fe10d8017951475c34e,model,labse_distance,0.915514588
3e6631675e700837bc55fa46d80e3e2a100b563c,model,labse_distance,0.931304038
3ea64cfbe523de55a74835a3d1b52a3da4eaab41,model,labse_distance,0.812818825
3f300b02121b66537e4b3bb286f1515e0e2583ef,model,labse_distance,0.857283831
3fc124f455111cfabfe4efd53c094b70445d44db,model,labse_distance,0.846076488
409f2a86c6d099210e24616f3cc36af0d7d6258f,model,labse_distance,0.894857049
40a02ef708479ff3bc45e44e0648fdaf0de040ae,model,labse_distance,0.932302773
40bd0e7275a33375f7b4974d3f5a3d798793b746,model,labse_distance,0.815668166
40daad4fb4d1d29364dbd57f8c316c2a60b3abd0,model,labse_distance,0.813371539
418f03b62d50bd11e374c13d7a187a593302d8e3,model,labse_distance,0.769036531
41f1856032999b9febf9bd4cac37294d162f2ac9,model,labse_distance,0.892048538
41f3f9f350e9632b0c0bf639227a1226bb2cfa24,model,labse_distance,0.80727762
42b2b494aa4eddb4f9cf1dccfe872a2071d61957,model,labse_distance,0.779812038
42e6ff768062c19525334c8b2afedd18358802b0,model,labse_distance,0.783913076
45489be87419c5cee7973f6546c9e3941a6ae6ae,model,labse_distance,0.893627703
456e4668eed55444340674157fb259cc4fbcc1cf,model,labse_distance,0.833132625
45cee2dfbf73b6b98d8e8ad82b1cf5fe6ba1cc93,model,labse_distance,0.894842803
46173ca6c5c3b099d26b548b42fcb6ade10ae09e,model,labse_distance,0.815226793
461f5851e021d9bdfb40a7a6ea7c7d2e8c73866f,model,labse_distance,0.928254843
467e5d44de17d7763b64d0d2e2e92b364417c433,model,labse_distance,0.879933894
46ce62ff3412bd42c5716f561a9f6002f4555041,model,labse_distance,0.775619686
4773e1ba7746bccde9e600ac3abb715ab61868ac,model,labse_distance,0.79058969
4796a109e8a51aaeafb3d47785f6f9349d9910ef,model,labse_distance,0.921078682
481ab944a05bbc7733817885d7501eae1cd56b7d,model,labse_distance,0.874490559
4825536698b944be7ba6c68452f8512ddd6690b7,model,labse_distance,0.750105619
482de8da34b4dae89174f010f38ee7b3c3642645,model,labse_distance,0.771535218
484fafebc0eed98dcc4c673caa2186a05a72854c,model,labse_distance,0.861846507
48570132c8ddb3ac3b622279671d65ea2d9d6b5c,model,labse_distance,0.935330689
4885067ac2f066cfa990fb117b64e2b355ebc126,model,labse_distance,0.366679877
48dadebe5e23ed35da35419dd713243b649f4777,model,labse_distance,0.840598285
493cbfe46e6a45f74bd008c444775736f32f73ba,model,labse_distance,0.859202623
4947d3d498ed5765c61ca92ffb9913b262024eaf,model,labse_distance,0.859357417
4967f321a1d0f3e70d2f69858ddfd3ecc18793de,model,labse_distance,0.871474028
496a797dee79164d5c5f3d3c775d80b8baf055ca,model,labse_distance,0.354242355
49a8cf3160b231cfbaee06f7c2467b3e819ddcd0,model,labse_distance,0.361625403
4a5d896ece18de4ef4bba5df48ced5ad9afcc48a,model,labse_distance,0.650254667
4b0c4e91ae833a6480a6bc86152c27265ec2befe,model,labse_distance,0.904104829
4b4f6f99fbb9b990af7554e2c7a7cd75e646bc92,model,labse_distance,0.821580768
4b83d51e743734641207228b650579a69588ff7e,model,labse_distance,0.838605404
4d9eb93aa149a88da90f6cb9a17802827702ec07,model,labse_distance,0.841823637
4f4de3f855740a74df2ac944967e9f7d6a47c874,model,labse_distance,0.803904831
4f7a4d7429bc6bd6912128eb52a392b915701e79,model,labse_distance,0.914285719
4fd807b6360addbb4ce55cdf773a0dfd10aee829,model,labse_distance,0.962923169
4fde45543cf5852c810f649ada7ed3ceda6f86f7,model,labse_distance,0.801128268
4feb51273ee0b31101848b5b60cd0925504f8b2b,model,labse_distance,0.776769638
4ff080df6db87d5f67c65b8d235dd665c7d618eb,model,labse_distance,0.898930669
505c9a01450dec3b6035bdbd4e70b1c2f779480f,model,labse_distance,0.916719615
50e22042ea676a4ed7f8bbad8f871e8be6d490e0,model,labse_distance,0.82809031
51df3b4fab40b799a9c752b3986e239e36d37d68,model,labse_distance,0.909047723
524eda58d4acaa66c5c406a5e4b03a180f795b79,model,labse_distance,0.921621323
52744b81b0de7b9bcb641c126f4e588ae21f5b77,model,labse_distance,0.735149801
52755fa969d14c9da462da7a4ab72aeddf76677b,model,labse_distance,0.935005128
540879588e27ef1210a76a6fe68cfd3b71562376,model,labse_distance,0.696892381
54359003d63c21718a1bb2cdffd612ed5a36665b,model,labse_distance,0.947032332
54e535bfc9b712db9ddde27e91d4b3df6301f958,model,labse_distance,0.912726998
552c8256981a68859261b897beba8967ba801956,model,labse_distance,0.91796881
5530ecaa590332062e60c111c32ef1a2b58f19ce,model,labse_distance,0.869027555
57a6d6dec8df8c877accb47a466287af33cc45d0,model,labse_distance,0.928498507
57a8c4813084fe9fd5bb8f4a133ff67e4e3c333f,model,labse_distance,0.808567464
5884b921b6045758e688dd8a4503bb7dedc6ced2,model,labse_distance,0.84553045
5912721c0e8016a4306b8cf9097e1a0949e0ba72,model,labse_distance,0.777308643
596aa72ed7f02be1f079a612aa51a71e00a345cc,model,labse_distance,0.923351943
5973d5f07ab3995e36b54659fc111e4899d2daee,model,labse_distance,0.730468273
59e4b34d48b33165d1f0f310a5386cdb1c780a16,model,labse_distance,0.942953229
59e9d3c51b9f01bd82a8606d833151f5d280b1cd,model,labse_distance,0.729005516
59ef7fed61892f3648e22a2f1367adb42232fcbf,model,labse_distance,0.966704667
59f8c61bda6261f7b1aa80d9d0229df7df1c2186,model,labse_distance,0.478182673
5a216c9a2e97c03d914aa46f0c991f71670e4994,model,labse_distance,0.83990705
5a3710f12b77ffbf1b4b456d0d65dcf92ee80c7b,model,labse_distance,0.902216434
5a410f62cf45825abe4d5b1916fce0c9f52a4fc2,model,labse_distance,0.93798995
5a622df002584594ebe07f5f51135319f9abd314,model,labse_distance,0.737747073
5a8f3e7918c18794699b1e70a8178a4c13b7e989,model,labse_distance,0.56081754
5a97bd5f8c4aefe23e817891de768c7ede94729b,model,labse_distance,0.861727715
5b69ba988b4260adf1f70454a43cda4d62249f26,model,labse_distance,0.830174804
5bd18b45a4f7344f74342d7042d90f2d9b5e3318,model,labse_distance,0.830808043
5bd1bbeebda925d86e6d5dcb466eb634d4671b4a,model,labse_distance,0.939082444
5bda658268f064d07092af410c7d704295d4eb44,model,labse_distance,0.807912052
5bf7d84c816b60b078f60257756861ec6fced931,model,labse_distance,0.858237267
5c006b0ffbeeabbf6b3ed05cc7df5ca5d1bfd2d4,model,labse_distance,0.892379999
5ca7d264065f2382a7566d45c563d917b5f64119,model,labse_distance,0.844993949
5dfb39c732324e56e7fc9a8021372b436457993c,model,labse_distance,0.887152195
5f4f7a72ff19350fda913b65aec3ab1024f39915,model,labse_distance,0.822113454
5f6ba84fda45b37c463868fcd15b0e1ecea468d1,model,labse_distance,0.857360184
5fed58786510ad0682b40692d488475832666b77,model,labse_distance,0.878272116
600895147473f1c069d71f01cdd43dc7bfd5e6a1,model,labse_distance,0.830389261
60cabe417660a4ecbc23c4bdd05fa708c774c9ff,model,labse_distance,0.828651845
614885e3c2594757ae2ed13ddb2811a365f58ea6,model,labse_distance,0.847837627
615cbc34a390f19b6b0b6f9f0cd9c2840fd72abe,model,labse_distance,0.886394799
6190e519c3cc31ce568b6226cb8f5ec710fc6a75,model,labse_distance,0.888575375
61e994abe0fa4be25267edf541b83f28f6c28c02,model,labse_distance,0.811826527
624d25fb41f9cf4b55d04c8eb436377c3a45ce6b,model,labse_distance,0.67732352
625860f5cec49b1291e769ce25ce945a459658dd,model,labse_distance,0.87926805
6265e84b04bcdd0e191208e0a16324d51b19d44e,model,labse_distance,0.730436683
627af4005c08984c5b415d1bbedbe7ab0b698a92,model,labse_distance,0.731757879
627af443c5ade76c682f9363c7499cf370207476,model,labse_distance,0.857132971
62d10eef6d9f72c630b79b011433419831198813,model,labse_distance,0.859787762
62f76021b76144777ae88c378fba40313c0f161d,model,labse_distance,0.791201413
634eced402d1526420b8d937a7d8079d2ea07b0f,model,labse_distance,0.864537299
635dfcd33fff0c96f473dc83aa88a2e52f901800,model,labse_distance,0.783954799
63851d693c8ea2f9cda2aa8b2a152b82eaf92624,model,labse_distance,0.828671694
63ce72833447e73846044f9af3b0101914ef66d9,model,labse_distance,0.896937549
63e14c466cabbaeda76b9d297b79a2c8aa606d4b,model,labse_distance,0.857923567
6443d2eb4e2a5bf8fdd02ebd347f9ef9ef454852,model,labse_distance,0.886772156
648a460dce478d3e2ef0ea59424e3e31dee4bbe5,model,labse_distance,0.87228024
64fef683ead61f8abb2fea03183942b00b1b5981,model,labse_distance,0.883321464
66017b23a574099ddad764fe7dfb1d1f758697c9,model,labse_distance,0.619332671
66321b63b2e2eb79c91488697f05647dea7389f2,model,labse_distance,0.934425235
667cf1052c8d71355a7e5ccaa16b5d3765a74c0b,model,labse_distance,0.950285852
6681e076a045194d31d4b0ec3ff9bb5d0952bc5c,model,labse_distance,0.807588279
668b6c00d39f2f3ff61628316f2270f473ac214c,model,labse_distance,0.81230551
66b6ada4122e3030f8d14409eed4a15d7f6abef1,model,labse_distance,0.879446924
6732d65ee083db463495f5002f1e2ed6816d401e,model,labse_distance,0.832668543
677c09fd1cb5e165b4554158fbce27c9fc7e5692,model,labse_distance,0.905250013
67d5029946343113c464a53c894592441395c592,model,labse_distance,0.920914531
6807a3f03af28e8ed7dee4318280409f4b421aae,model,labse_distance,0.536679327
687dfa8d5f02ab11cae0df93145618ef6da711cf,model,labse_distance,0.810375571
68f16001979b161e4143c38bccfa02c80cba9b41,model,labse_distance,0.950753689
691e22a596f631751240365c7b490de6a00e9ecb,model,labse_distance,0.916785121
69f066d936be63ab45b8386b65f33ceb6363684d,model,labse_distance,0.851974666
6aedc5f06f19df8c689befc6f52c8b4d9b037978,model,labse_distance,0.941266894
6aef29ca62aa30955bb2d58932f5abf88c6bdf4e,model,labse_distance,0.880591989
6b38335a2be98bdf7543fdfe6de5c7d9592d235a,model,labse_distance,0.718603969
6bb8fd4fb7b23fb77e661d72ca5ee0165d78e330,model,labse_distance,0.774990559
6bdf17a7a51de0cedba57bde46ecd6260e23d670,model,labse_distance,0.876967192
6c003c37a4cf1198c0e4d418a43b3c9ed9deb849,model,labse_distance,0.959389031
6c8f578e95d5f43c4f33875eab9d5093ad040693,model,labse_distance,0.913885415
6ce0aaefa81a6268c2f528bd1799c26cc32b65b6,model,labse_distance,0.91753
6cfd852a2b2ad49df219ab4e1f291e072b9b5e19,model,labse_distance,0.900533557
6d57b5d755d5d60b6e775a8a7bb8b9c69973181d,model,labse_distance,0.919687927
6d999b0f65e5187f50c6f0b042cc0e21048c6834,model,labse_distance,0.835855961
6dd5a74f64c233a27631332474690437d6bc376b,model,labse_distance,0.673765182
6e1cd320f7b92c117c658a182f78c8786758af9e,model,labse_distance,0.55332303
6e83fa175403daa642bf94db05c7fce5adbc63b3,model,labse_distance,0.881470621
6ee9083ba928af5973cc227488d5197bdb316776,model,labse_distance,0.882045388
6faed76ad73112b3c1e977ac3963de31759414c1,model,labse_distance,0.823895216
7021b5bdb3906e2b71eb69f69fc3f8c013f2ca23,model,labse_distance,0.719983399
70574301b4de22f990c04ff68a396b115330d257,model,labse_distance,0.543933511
706d25f785135993dc3daa10b9138ed7a9b1f485,model,labse_distance,0.840686321
70ec01d158700aa2927ad5f850889859c626410e,model,labse_distance,0.899849355
715370cf743261d8ea19cee5296bf13ca28a47d4,model,labse_distance,0.780247927
717e20d92fcbc0e7a400c76aa571ffbff23c7890,model,labse_distance,0.861809433
7193ee33487b0bdc8a9cf5418dc184ef10c01505,model,labse_distance,0.898644149
72464269d274f3c94553180494f04424aff5f6e8,model,labse_distance,0.722601652
72b09adea2dbd65a3d99dfa431c034c14180156c,model,labse_distance,0.815887332
7306af179b5d7b27dcea44fe5a1e9e7ce9a8e293,model,labse_distance,0.621226668
73092c2e504c33393335ee01bfc42184765d0127,model,labse_distance,0.395921826
73139f821cf76aa99088ae158e553b21b4ee9294,model,labse_distance,0.7855286
7366cdda827c3c4287f12f84a8be673f638bf0ad,model,labse_distance,0.787088513
7376e654bd15452119a191573d7993c691f722fe,model,labse_distance,0.781834185
73920e096c5cd1cb8f72df3b044834b4d4e01c60,model,labse_distance,0.89508462
73dd7fa8e40ea55ee181d1688566f49c95977999,model,labse_distance,0.456198722
740813a7ec6c2c013d7fc310087710b430b7cef3,model,labse_distance,0.872033775
7484b50767d5c76573aea11204382a0e56794f3b,model,labse_distance,0.786711454
74af4d1a59e6b86e2ff912c49ab0e277ef16c1aa,model,labse_distance,0.950357616
74ca3fa88f968d07c8a0ba8e1cdad0bb87ca2a76,model,labse_distance,0.830470324
74f60d919990a51a48b0b06c9705218c18d243f3,model,labse_distance,0.909068346
757d25c3fbf701c83ba11ef17aea33165a8a14ec,model,labse_distance,0.876264095
759d1a60fe07bfe8399ad84f1eaa7dcdde9f96e9,model,labse_distance,0.919662118
75f52bc727df25d8f6d140188e51d5355aa9d146,model,labse_distance,0.85461539
76a1dcd899ce7e64ec3f43abe0655cd57f6a9af4,model,labse_distance,0.800540924
76af39b0e2956dd2e0e3abe9bed5c8d598f96bc4,model,labse_distance,0.765807211
76c76bb280987469d38fceee3fc9a5f775df8d7e,model,labse_distance,0.869670153
76da88fa9eebbee40b0b6dd3e35caccde914caa0,model,labse_distance,0.925382495
772bf159801b6e593efc34f0bd942f06598531d3,model,labse_distance,0.832459331
77b3f250ca0b226f7fe5830a56a5896336501073,model,labse_distance,0.830629408
77db35356118ed694bea7ea6f88f5b3906794a41,model,labse_distance,0.725414872
77ed6564217f1668b8a9e66ad5d4f1da0adc3084,model,labse_distance,0.783279836
786b59baccb25433ab104ebed3b6591deaf58d45,model,labse_distance,0.867949367
78c26754943a165217dc03b8d60dd35ef25aaf31,model,labse_distance,0.82145232
79050668ea67e5002f3981ab670c7daa3a0fad94,model,labse_distance,0.581608772
7984573af8ba53b59e14e25b06bc3f1bffd601bc,model,labse_distance,0.882992446
79a11817f8d4a98307e0824c80868ace5865b093,model,labse_distance,0.807996988
7acab7af1924573bdb069d1313f75643a2b38059,model,labse_distance,0.899737477
7acbf2fa270e2974b849b7443db161f187d81c94,model,labse_distance,0.776494741
7b1b1199d9074b93f3a94be770f42cec03ca106c,model,labse_distance,0.959350228
7b1dbe275c4a2c6f6e5e766d0415154d0bd2f9f2,model,labse_distance,0.745987177
7bb2718a0fab197e0a2ef683016e7d168d2d9bf7,model,labse_distance,0.846403301
7be27a850e3aae8e5b2c659cfe94f320c47a8913,model,labse_distance,0.965572238
7c0612043467eaad9def4b31caf02851aadfe9a5,model,labse_distance,0.917516887
7cadf4089358465625975004263aee218b5ef87e,model,labse_distance,0.888332725
7cb8d092815d8cbfc8eb573959f17706eccbf795,model,labse_distance,0.88962698
7cdeac426487a3667b732e97fc22928c93bad643,model,labse_distance,0.89108479
7d1085dfc45ee68b3831119abded38d6b25b7bfa,model,labse_distance,0.824061632
7d19a7d1f51c00862d47e84405e842a4282e9a5f,model,labse_distance,0.788619936
7d7487e04e516d9b48cf77dedd9b4d72c9ad3ffd,model,labse_distance,0.831783414
7d9408dfccf044b80481097acdd09bd7790ff82e,model,labse_distance,0.96082449
7d99d74253cb89ed8d78affc67e0814c1b7eb210,model,labse_distance,0.940329254
7dd00501cf7148fc5a77efe8f7dd4da42d729d1c,model,labse_distance,0.943017602
7e2a4ff9d24e0ed97bbdaeb8d000303ade385822,model,labse_distance,0.880234241
7e848591ddbdc6322625455ee55321ad246edf8c,model,labse_distance,0.888220608
7ea18bbb2442c0e07a63c7955d2225700e55bff4,model,labse_distance,0.897798777
7f1455fbc789153c3eb6d33eac5680fe635973e9,model,labse_distance,0.762895405
7f2cbe9e70848b20a30e7fec876d676c95139aec,model,labse_distance,0.869104624
7fcd97b629e37c71ede8ac523d4652dba5e18c13,model,labse_distance,0.692629039
