hash,evaluator,evaluator_type,answer,fluency,adequacy
ea00b901da45c5edee7d1ab2689e589b3ef42099,gemini-3-flash-preview,llm,65,,
79050668ea67e5002f3981ab670c7daa3a0fad94,gemini-3-flash-preview,llm,12,,
184ba6f68a9c465352b3c635da0b3ad6b5112861,gemini-3-flash-preview,llm,98,,
a570791ae346cd4a655e8b9babe6b5814004490c,gemini-3-flash-preview,llm,98,,
246893396c4b46e9c2d82669a2fbaee53d35417a,gemini-3-flash-preview,llm,78,,
283d585eb424d9034c4db6c3097593e815d7e9aa,gemini-3-flash-preview,llm,98,,
185438f65fc3d29e1dc92041b659cf8d8981ab85,gemini-3-flash-preview,llm,65,,
28fa659fe0e8c092af37b3d50bedb16543b94ed9,gemini-3-flash-preview,llm,85,,
cf9f2e0669f2afc40a602b68d10dd859a0c6bb8b,gemini-3-flash-preview,llm,88,,
b0628b995da51161a4a82bf282d4667334f5239e,gemini-3-flash-preview,llm,88,,
dcc8a1270980858a1977a37b8afe87aad1099b5c,gemini-3-flash-preview,llm,98,,
484f0e7a95deddfa9fee65d6b8f055567ebbb37d,gemini-3-flash-preview,llm,65,,
d86cee21c710e9699c77a746da3eaa3fac8c790a,gemini-3-flash-preview,llm,98,,
d8f0435a650053ad13c06078b91535e19e426ff2,gemini-3-flash-preview,llm,95,,
74ca3fa88f968d07c8a0ba8e1cdad0bb87ca2a76,gemini-3-flash-preview,llm,96,,
817493942a7e083a1fc2e76b96596bb90a4ac586,gemini-3-flash-preview,llm,95,,
4ff080df6db87d5f67c65b8d235dd665c7d618eb,gemini-3-flash-preview,llm,96,,
969a0e4be3d045ab43f026fd4674ff8be3667296,gemini-3-flash-preview,llm,95,,
2127a9b574f5235d17c4e72abadcda893aeef03e,gemini-3-flash-preview,llm,95,,
8b383df9f61ef668700db1946986fd9b7e26d334,gemini-3-flash-preview,llm,25,,
08bbb49cd73c56f1befd84a3e78f42929423172f,gemini-3-flash-preview,llm,82,,
fb6c74d9f1918fc0bebbd037cdd8a07789bb7120,gemini-3-flash-preview,llm,96,,
b6f68060cb80924cfe6f34153ca3ad491ec90e36,gemini-3-flash-preview,llm,95,,
552c8256981a68859261b897beba8967ba801956,gemini-3-flash-preview,llm,85,,
634eced402d1526420b8d937a7d8079d2ea07b0f,gemini-3-flash-preview,llm,98,,
d410695f81b34108d5606efcc44a1fce25e62543,gemini-3-flash-preview,llm,98,,
57a8c4813084fe9fd5bb8f4a133ff67e4e3c333f,gemini-3-flash-preview,llm,92,,
484fafebc0eed98dcc4c673caa2186a05a72854c,gemini-3-flash-preview,llm,55,,
fea474e76fdb59c1c33c9b90a942ea6bddebd48c,gemini-3-flash-preview,llm,28,,
0746ebc49d7a634888072e852c5e4fc28dd62b84,gemini-3-flash-preview,llm,65,,
63e14c466cabbaeda76b9d297b79a2c8aa606d4b,gemini-3-flash-preview,llm,65,,
3dce7e14c7575c7328380fe10d8017951475c34e,gemini-3-flash-preview,llm,95,,
8694aabe9a1aa232e06032cae723f84492b5c7c0,gemini-3-flash-preview,llm,92,,
163f6630cd1f55d1416f2892030e72ba8e6636e6,gemini-3-flash-preview,llm,94,,
84c8ea6984c09539e31c7599467956c85563c664,gemini-3-flash-preview,llm,18,,
90f24c1c91e46787ba109caed736cfedb293e45c,gemini-3-flash-preview,llm,98,,
6c8f578e95d5f43c4f33875eab9d5093ad040693,gemini-3-flash-preview,llm,85,,
fab8f611c4ad7e5facbc10e7b90f9e692cdeddfb,gemini-3-flash-preview,llm,92,,
5a3710f12b77ffbf1b4b456d0d65dcf92ee80c7b,gemini-3-flash-preview,llm,80,,
37ace8d5baf5a707c875ac396f337b3a096d8b12,gemini-3-flash-preview,llm,96,,
f5a0a53aba630dcbc03b4b3d7c1c8dfc95e4a4ae,gemini-3-flash-preview,llm,90,,
4a5d896ece18de4ef4bba5df48ced5ad9afcc48a,gemini-3-flash-preview,llm,18,,
f6db262f97dab612d25e1f12831a8d4ba5373750,gemini-3-flash-preview,llm,28,,
e385320dfc9a15d3d199eae7c6658dc8a3dc8cad,gemini-3-flash-preview,llm,95,,
319dadd2e601cc6543ab9eb9d546ffa0a29c421d,gemini-3-flash-preview,llm,98,,
cfb927e084eb7136f3268d929503f0acc457fa5b,gemini-3-flash-preview,llm,92,,
4d9eb93aa149a88da90f6cb9a17802827702ec07,gemini-3-flash-preview,llm,60,,
18fbe6e2cb0081293f50aede1a33b6891c8c4832,gemini-3-flash-preview,llm,80,,
aad932c4541f26a3701a62311c1e5ff4b0dab646,gemini-3-flash-preview,llm,98,,
7b1b1199d9074b93f3a94be770f42cec03ca106c,gemini-3-flash-preview,llm,98,,
2fbb1126373ab74cee5fe2add94a1cb1e753c326,gemini-3-flash-preview,llm,98,,
879a417739f6bbdf6a6dc4103bbf2dee1c3a6df4,gemini-3-flash-preview,llm,48,,
76c76bb280987469d38fceee3fc9a5f775df8d7e,gemini-3-flash-preview,llm,62,,
33248398de2a6d36fcad0a2087278935677f5430,gemini-3-flash-preview,llm,85,,
dd02bbc9c837713ec897c6d1381b0120f375b6c2,gemini-3-flash-preview,llm,98,,
5b69ba988b4260adf1f70454a43cda4d62249f26,gemini-3-flash-preview,llm,85,,
0eb4dac1005758d358f9bedb9f05e6ff90608f2b,gemini-3-flash-preview,llm,25,,
e9010ca4b313bd7e8604ce3049d6f5014c11c8f2,gemini-3-flash-preview,llm,100,,
9a4ce16b8d1e962f94e2a8945b6d773bd6b59d6d,gemini-3-flash-preview,llm,98,,
524eda58d4acaa66c5c406a5e4b03a180f795b79,gemini-3-flash-preview,llm,98,,
178fa37efafd58164a2f8e8ee860b580e6bcf7b3,gemini-3-flash-preview,llm,28,,
52744b81b0de7b9bcb641c126f4e588ae21f5b77,gemini-3-flash-preview,llm,70,,
dd4e7ad7a086cca50c304fa48f0d63acef501b70,gemini-3-flash-preview,llm,98,,
e5f907600efedf74ecd4e16e0726e867dce24723,gemini-3-flash-preview,llm,90,,
c526a3cd729a7f1a2ff6f6c6e1ea7112870fabf4,gemini-3-flash-preview,llm,60,,
028285cd8ea3650c692b577128e5695bc695f65f,gemini-3-flash-preview,llm,90,,
026a87203f9560006280d25991d7369845fd668b,gemini-3-flash-preview,llm,90,,
97b3127fac5bbd209a6b0cf1697d59c4ec72cc26,gemini-3-flash-preview,llm,65,,
af2b64a603f0c7a9c27482f435417aae289ad230,gemini-3-flash-preview,llm,85,,
76af39b0e2956dd2e0e3abe9bed5c8d598f96bc4,gemini-3-flash-preview,llm,58,,
7376e654bd15452119a191573d7993c691f722fe,gemini-3-flash-preview,llm,100,,
2d67968ec039d92321bb0dd45edf5e40283422c8,gemini-3-flash-preview,llm,85,,
6732d65ee083db463495f5002f1e2ed6816d401e,gemini-3-flash-preview,llm,98,,
68f16001979b161e4143c38bccfa02c80cba9b41,gemini-3-flash-preview,llm,98,,
0c19f87314fd7b1a58a2d0a47e81f98cac2771b4,gemini-3-flash-preview,llm,78,,
9dec0a71790ff51afb5e71647e837d72da3fefe1,gemini-3-flash-preview,llm,78,,
948e53aa5d684810ea565fcf5e6cddcc1116e944,gemini-3-flash-preview,llm,98,,
14f3741f0bc1225948dcf2b94759dc543243b2fb,gemini-3-flash-preview,llm,94,,
fa35784041a884070789d30fd365d61920ab6ea9,gemini-3-flash-preview,llm,98,,
bdef84ce6ca276a28e4c9bce00c83d02c8491066,gemini-3-flash-preview,llm,65,,
5a216c9a2e97c03d914aa46f0c991f71670e4994,gemini-3-flash-preview,llm,80,,
a809ae6b2d8a9ff09956c23fdff5e4e43c547422,gemini-3-flash-preview,llm,65,,
fbbd580602218a463be1f46ed6289efb068ae9f2,gemini-3-flash-preview,llm,98,,
06e4e1392574db07353b1ac6e16970dc01196b33,gemini-3-flash-preview,llm,5,,
786b59baccb25433ab104ebed3b6591deaf58d45,gemini-3-flash-preview,llm,85,,
6cfd852a2b2ad49df219ab4e1f291e072b9b5e19,gemini-3-flash-preview,llm,55,,
74af4d1a59e6b86e2ff912c49ab0e277ef16c1aa,gemini-3-flash-preview,llm,92,,
9f5b41bb78f3cfe47deaa8b2e0644b1ce9abe91a,gemini-3-flash-preview,llm,96,,
dac6e8547443a16d7c7c73428c48329d88d7d65c,gemini-3-flash-preview,llm,55,,
677c09fd1cb5e165b4554158fbce27c9fc7e5692,gemini-3-flash-preview,llm,88,,
1abab6bc5ddf68a730eabd9f5f6f85658fc53b94,gemini-3-flash-preview,llm,98,,
6ce0aaefa81a6268c2f528bd1799c26cc32b65b6,gemini-3-flash-preview,llm,92,,
844b89fef440970044adff493188225401199b0f,gemini-3-flash-preview,llm,88,,
c7c7405ae8cb55c8d762032e0e075fe76cd4c633,gemini-3-flash-preview,llm,58,,
5530ecaa590332062e60c111c32ef1a2b58f19ce,gemini-3-flash-preview,llm,98,,
973f0b561bc13214f7932fd128eb234669d3fd49,gemini-3-flash-preview,llm,20,,
8f15a19f19cb1bcaef07f89c03af33d032a9cfcc,gemini-3-flash-preview,llm,84,,
8e2eb37e7a08b7446fe58d7c2a152397ee4c6769,gemini-3-flash-preview,llm,94,,
3d60c8f8feca917160d787010bbfeebc28eb493c,gemini-3-flash-preview,llm,32,,
940ca96d210e50163d7f110b79c45e5c78961eff,gemini-3-flash-preview,llm,98,,
e336656105574f313527ff331fa00764443ab7d8,gemini-3-flash-preview,llm,85,,
7be27a850e3aae8e5b2c659cfe94f320c47a8913,gemini-3-flash-preview,llm,98,,
ae1283e151beac8b1cec137a1415bdd6421ac8ab,gemini-3-flash-preview,llm,92,,
fd1486556d90d86d331b4fc4b80a383668e437c9,gemini-3-flash-preview,llm,98,,
d5969d7c372f4204adec13a82af90a396b86904f,gemini-3-flash-preview,llm,98,,
b85c5e0dd860cced371f80ec7c3642d4d8a8dccf,gemini-3-flash-preview,llm,8,,
4967f321a1d0f3e70d2f69858ddfd3ecc18793de,gemini-3-flash-preview,llm,96,,
ad66d76049f2a8dcaf9dba95253e1c0d304b828a,gemini-3-flash-preview,llm,96,,
7cadf4089358465625975004263aee218b5ef87e,gemini-3-flash-preview,llm,78,,
91690e37cac6efa7052d9445c964f6bc30f5d5ba,gemini-3-flash-preview,llm,100,,
6190e519c3cc31ce568b6226cb8f5ec710fc6a75,gemini-3-flash-preview,llm,85,,
9c614fe01ff0021d39492317cbbea8dd581a3b16,gemini-3-flash-preview,llm,98,,
614885e3c2594757ae2ed13ddb2811a365f58ea6,gemini-3-flash-preview,llm,58,,
757d25c3fbf701c83ba11ef17aea33165a8a14ec,gemini-3-flash-preview,llm,98,,
eaaf79b98cc2926c54f09ff774473831adcd19cc,gemini-3-flash-preview,llm,95,,
1db3ca67955ba3523a1bc897aca84927657831c2,gemini-3-flash-preview,llm,35,,
0d747bbc3c6dd43581116a2d2c874227cfadc466,gemini-3-flash-preview,llm,100,,
64fef683ead61f8abb2fea03183942b00b1b5981,gemini-3-flash-preview,llm,65,,
a63f2ac9d9e92876cf10bcaaac9359fc5dc19928,gemini-3-flash-preview,llm,98,,
a2edb76ef8ee4a58202f0d46eb30d40baa01db5d,gemini-3-flash-preview,llm,58,,
28b55c31554a5d612f56c017f2ec7f779529dd79,gemini-3-flash-preview,llm,95,,
0ca3955c0c3b0b1306698a9008c1cedf1c213bb3,gemini-3-flash-preview,llm,100,,
060579c748deb692d1ff2fbd638d70074627f27f,gemini-3-flash-preview,llm,65,,
467e5d44de17d7763b64d0d2e2e92b364417c433,gemini-3-flash-preview,llm,65,,
2b596bf42bf0a16b057c3f0500c5e3ae4b90dd20,gemini-3-flash-preview,llm,98,,
b0f3e51851018d2c7f8f5c7ca5b1970221eaf000,gemini-3-flash-preview,llm,38,,
7f2cbe9e70848b20a30e7fec876d676c95139aec,gemini-3-flash-preview,llm,45,,
72464269d274f3c94553180494f04424aff5f6e8,gemini-3-flash-preview,llm,52,,
c9b6ef480dde0947fa96ab6d62f3b19b8dc30cb1,gemini-3-flash-preview,llm,98,,
a6d3d9faa1935f106767724fc62ad990ecfdc7e7,gemini-3-flash-preview,llm,100,,
06fbe09c6be14d4aa2d8ac2e2bb6462bc578aba6,gemini-3-flash-preview,llm,98,,
a4621b4421747e1eeb02f3b5553bc86e958bc942,gemini-3-flash-preview,llm,94,,
86cef2d2351d2b4f3ef855ea8fa932677a6c24c8,gemini-3-flash-preview,llm,85,,
717e20d92fcbc0e7a400c76aa571ffbff23c7890,gemini-3-flash-preview,llm,95,,
0897fb5380bb620907ddc7917fdc86552f1875ae,gemini-3-flash-preview,llm,100,,
eb852247cce27c58dd0901143dedb1ac9b6bbaff,gemini-3-flash-preview,llm,85,,
6443d2eb4e2a5bf8fdd02ebd347f9ef9ef454852,gemini-3-flash-preview,llm,65,,
21e8ed2d9a1562951d380cb25954615e29f7fec5,gemini-3-flash-preview,llm,95,,
257cd4572e0c4d111f954c54371f5eb912ba2c0c,gemini-3-flash-preview,llm,88,,
fad5d3576790aa0e8beb8cb5daef2ec3947fa6d6,gemini-3-flash-preview,llm,75,,
62f76021b76144777ae88c378fba40313c0f161d,gemini-3-flash-preview,llm,28,,
31d66cc56000c37288bac1958271df27fa104c88,gemini-3-flash-preview,llm,70,,
a3c358d94e8dcdac961fd0af1c647e5917f11b3f,gemini-3-flash-preview,llm,100,,
f784304e48ff216814f401ba80f689d3fb93aa6c,gemini-3-flash-preview,llm,85,,
687dfa8d5f02ab11cae0df93145618ef6da711cf,gemini-3-flash-preview,llm,72,,
a57b1f61060d71a65ffadf47cd9e1e6e32775a10,gemini-3-flash-preview,llm,100,,
32371a0d21926a6332c579cba56c4f2c442f83b7,gemini-3-flash-preview,llm,98,,
e29761a2773b31f163476f680b3551ce7e4b3a33,gemini-3-flash-preview,llm,85,,
79a11817f8d4a98307e0824c80868ace5865b093,gemini-3-flash-preview,llm,55,,
321be8964f0cb22b988d015b6327200fc0336ff5,gemini-3-flash-preview,llm,98,,
54e535bfc9b712db9ddde27e91d4b3df6301f958,gemini-3-flash-preview,llm,100,,
394f4f3f0dd124d36d16c644eaaeb2cdbb5ab548,gemini-3-flash-preview,llm,45,,
715370cf743261d8ea19cee5296bf13ca28a47d4,gemini-3-flash-preview,llm,88,,
7021b5bdb3906e2b71eb69f69fc3f8c013f2ca23,gemini-3-flash-preview,llm,72,,
025220a191cd00746e235024098587096722ec86,gemini-3-flash-preview,llm,95,,
a6d09b6180fc68829112be619074f860614d6b0e,gemini-3-flash-preview,llm,92,,
8095468049f052f02c66e2c6fea4fa88fd95c99f,gemini-3-flash-preview,llm,78,,
67d5029946343113c464a53c894592441395c592,gemini-3-flash-preview,llm,98,,
7b1dbe275c4a2c6f6e5e766d0415154d0bd2f9f2,gemini-3-flash-preview,llm,55,,
82bac8ec02fdb015b7b3c833de198051b5d06608,gemini-3-flash-preview,llm,90,,
409f2a86c6d099210e24616f3cc36af0d7d6258f,gemini-3-flash-preview,llm,45,,
481ab944a05bbc7733817885d7501eae1cd56b7d,gemini-3-flash-preview,llm,58,,
8db50efe8062e579537c5235524b17d60026a407,gemini-3-flash-preview,llm,94,,
4fd807b6360addbb4ce55cdf773a0dfd10aee829,gemini-3-flash-preview,llm,96,,
d282b1423029bc6d61e936a527755a16d148b1f1,gemini-3-flash-preview,llm,100,,
8e593973388399639eabb0c34b1556b54a26e47a,gemini-3-flash-preview,llm,45,,
80a3c2302f88b7d69cb268abcdff81100c5fa3a7,gemini-3-flash-preview,llm,85,,
77ed6564217f1668b8a9e66ad5d4f1da0adc3084,gemini-3-flash-preview,llm,88,,
e684305a55baee99b5e26b80c078d1ff7cf3b18a,gemini-3-flash-preview,llm,90,,
77db35356118ed694bea7ea6f88f5b3906794a41,gemini-3-flash-preview,llm,96,,
13a6fa0a4a0dffa8dbf29f6a82764e4a65bb9988,gemini-3-flash-preview,llm,55,,
d1a1a80944090dd77baa1f3096e79d16a16bda01,gemini-3-flash-preview,llm,45,,
cf79d4048efb70c96f8c0303e10503f01694baa5,gemini-3-flash-preview,llm,15,,
9982acf081bb0e92cef530eef662145da0ff5969,gemini-3-flash-preview,llm,42,,
34cbe32928bd514e1733df1caff2408ed9e51607,gemini-3-flash-preview,llm,65,,
1d1f9f47ab31a71e1727b6f109cf9b7cc33f626c,gemini-3-flash-preview,llm,45,,
5a97bd5f8c4aefe23e817891de768c7ede94729b,gemini-3-flash-preview,llm,95,,
e3b519cd1b1c7f1619ef8021f3ab48a694588c63,gemini-3-flash-preview,llm,28,,
73920e096c5cd1cb8f72df3b044834b4d4e01c60,gemini-3-flash-preview,llm,95,,
40daad4fb4d1d29364dbd57f8c316c2a60b3abd0,gemini-3-flash-preview,llm,92,,
b0346634e17603ebbfd5375942399f28ae13d597,gemini-3-flash-preview,llm,28,,
b2464c2193c0669b93486d394f53fc52cfa27e3e,gemini-3-flash-preview,llm,25,,
ce2090b839d7575936982674483ee199e0b52a90,gemini-3-flash-preview,llm,82,,
ee9fdf8d6f86c60dfdb9f95346351608b0d441db,gemini-3-flash-preview,llm,45,,
d74f21e17df866b6f28c3775b18a6fa96908b87d,gemini-3-flash-preview,llm,90,,
dcb78c1ef4e5c9ac865f435705d06ba8e657f509,gemini-3-flash-preview,llm,88,,
84f372c80cf02b332895d7ac8d403b6b109340bf,gemini-3-flash-preview,llm,65,,
98f47229fe5b353fa4e4db73bb2d97d63546018f,gemini-3-flash-preview,llm,98,,
0ce2ddff9d39d5b73f8f27cd027d1c48a55ac509,gemini-3-flash-preview,llm,58,,
4f7a4d7429bc6bd6912128eb52a392b915701e79,gemini-3-flash-preview,llm,95,,
fa155140bbc4c8c63b1295d2b7f1419303a906d1,gemini-3-flash-preview,llm,20,,
9a1c480dfed61ec11c278381aa66b0bd65dac3b3,gemini-3-flash-preview,llm,25,,
4825536698b944be7ba6c68452f8512ddd6690b7,gemini-3-flash-preview,llm,25,,
70574301b4de22f990c04ff68a396b115330d257,gemini-3-flash-preview,llm,15,,
7dd00501cf7148fc5a77efe8f7dd4da42d729d1c,gemini-3-flash-preview,llm,98,,
89a86aab9a0d10df326a8e96f353e5878e76d654,gemini-3-flash-preview,llm,95,,
866a4169a36469bd141957d100eb9d6066fab43a,gemini-3-flash-preview,llm,35,,
d6a9d7e5b14ef7e67a514bc54b9e7df595558dcb,gemini-3-flash-preview,llm,85,,
fc6722ec83328e86f69a0f4bb62401300de331f2,gemini-3-flash-preview,llm,98,,
5ca7d264065f2382a7566d45c563d917b5f64119,gemini-3-flash-preview,llm,90,,
3ea64cfbe523de55a74835a3d1b52a3da4eaab41,gemini-3-flash-preview,llm,90,,
a645da4a68a739b0e75a260be225db5c657d09a0,gemini-3-flash-preview,llm,98,,
37b9ee3b0ee3879d8ee237564669d1d0eb9b2f04,gemini-3-flash-preview,llm,96,,
30097b1c6753307a317d856c3a00d793be1be0f0,gemini-3-flash-preview,llm,95,,
45cee2dfbf73b6b98d8e8ad82b1cf5fe6ba1cc93,gemini-3-flash-preview,llm,95,,
014908466f9b88ef920f5a337b41691d42fdd7ee,gemini-3-flash-preview,llm,92,,
b5a7c7d521ccb75e1dc487863cb3d663b2f1002e,gemini-3-flash-preview,llm,98,,
62d10eef6d9f72c630b79b011433419831198813,gemini-3-flash-preview,llm,72,,
51df3b4fab40b799a9c752b3986e239e36d37d68,gemini-3-flash-preview,llm,98,,
42e6ff768062c19525334c8b2afedd18358802b0,gemini-3-flash-preview,llm,78,,
a7cdb9493bcf3398169af61bfa15d46a8d7905d7,gemini-3-flash-preview,llm,75,,
f4966fb881ad0befdbe18815ad439cd1aee6da10,gemini-3-flash-preview,llm,22,,
d9afae27d4a669db6db9df99840b49f8404b5127,gemini-3-flash-preview,llm,78,,
5bda658268f064d07092af410c7d704295d4eb44,gemini-3-flash-preview,llm,35,,
fbd60ec3ead4fe409592a8ea3c015a03c59ccdf2,gemini-3-flash-preview,llm,98,,
34d6689ddb6793791a6c42c53d28eb05fe46b4aa,gemini-3-flash-preview,llm,28,,
96d95c1e2af4c3568cffdc310e5e93c37d697300,gemini-3-flash-preview,llm,96,,
c1bdaab68b357149b7f382064c6343dc439ff91a,gemini-3-flash-preview,llm,22,,
b8f6dd7ae7479186d3b97065fdd405fce96b8592,gemini-3-flash-preview,llm,98,,
57a6d6dec8df8c877accb47a466287af33cc45d0,gemini-3-flash-preview,llm,85,,
cb61165067f6dc6051bc1309a3f0591283db4b1d,gemini-3-flash-preview,llm,80,,
b7896967004f1f431498f335da96196c06eb9029,gemini-3-flash-preview,llm,85,,
951938ef77dad27019a6f54b7ee55b166a35e573,gemini-3-flash-preview,llm,80,,
a3c3cf89f0cdc432c495594d8b4478cc92a28a41,gemini-3-flash-preview,llm,65,,
908aaaa922054ede9e07056680346998ae0929c6,gemini-3-flash-preview,llm,42,,
772bf159801b6e593efc34f0bd942f06598531d3,gemini-3-flash-preview,llm,85,,
2c72574904aedcfa4fadf3fe4a186a146243e4fb,gemini-3-flash-preview,llm,60,,
be7a769dfff62216336f188f42d15f9536cc177f,gemini-3-flash-preview,llm,60,,
505c9a01450dec3b6035bdbd4e70b1c2f779480f,gemini-3-flash-preview,llm,95,,
3a243d2b19f92827757c11d930f7af75d0cc6665,gemini-3-flash-preview,llm,90,,
f2dfcf0bcf9577e02e09998eed771caf82f962e9,gemini-3-flash-preview,llm,55,,
26e9aa666ef48b9084d39a6ef8ebce19aaa49e3d,gemini-3-flash-preview,llm,95,,
b328fc73453f760f6e842e2b573eb1ec6cd04ca7,gemini-3-flash-preview,llm,38,,
2618665100be076ad2a4bf4729218161d5e68775,gemini-3-flash-preview,llm,45,,
0c6bd822bf1e4a41f46fe8028ac548048f4d8185,gemini-3-flash-preview,llm,85,,
fe25bcd030f426e30e428fb7ad3057a2d15d6168,gemini-3-flash-preview,llm,98,,
6d999b0f65e5187f50c6f0b042cc0e21048c6834,gemini-3-flash-preview,llm,35,,
c8c624dbc7c3057ea6e05871ae718ca159be2e49,gemini-3-flash-preview,llm,78,,
6bdf17a7a51de0cedba57bde46ecd6260e23d670,gemini-3-flash-preview,llm,65,,
11fe7d1a450dfc61f64de8b4c3d75b1dacd08e21,gemini-3-flash-preview,llm,85,,
7acbf2fa270e2974b849b7443db161f187d81c94,gemini-3-flash-preview,llm,92,,
0c3f576c119b1301a995d1d0fc316277d026cbbb,gemini-3-flash-preview,llm,25,,
fa5ff1fe2774dcb101a8dd35bbca2669951b4365,gemini-3-flash-preview,llm,38,,
a12c226d695665706c536efca6a9e9df1d050e45,gemini-3-flash-preview,llm,25,,
9d343d6719b4124d3f760a4a3a879357439ff0fb,gemini-3-flash-preview,llm,10,,
bc3c0ea07a77158fad82caba8a2c6cc567910e09,gemini-3-flash-preview,llm,22,,
2313b3a64feeb241357ad91bcd106fc99cdc5ee9,gemini-3-flash-preview,llm,96,,
5bd18b45a4f7344f74342d7042d90f2d9b5e3318,gemini-3-flash-preview,llm,62,,
52755fa969d14c9da462da7a4ab72aeddf76677b,gemini-3-flash-preview,llm,98,,
3beabab67aef1d01f3931edd9df24b1dbfcef619,gemini-3-flash-preview,llm,62,,
20f004b98f2a09152440a7d75b03d66ae45bdd60,gemini-3-flash-preview,llm,12,,
09a09abf254bebadf0414cdec09295097efd0a8e,gemini-3-flash-preview,llm,100,,
d2fc8b027bf6addfc2ad9b55283b0ac698548233,gemini-3-flash-preview,llm,20,,
b13ab40de07bf1a3d7c898b41025edc071d45179,gemini-3-flash-preview,llm,96,,
2c54683a48b1d8cd125f8e8bfe9830841296e227,gemini-3-flash-preview,llm,95,,
b466d36fe52b190ae7da1e2ec16246f37b027e41,gemini-3-flash-preview,llm,95,,
ff9bcbd0cebacfd79edd3f378adb7201b45a8328,gemini-3-flash-preview,llm,98,,
30201c2be158b57c386767db8ac8b74dca3dfb8e,gemini-3-flash-preview,llm,95,,
9960a58f1665446ea2076633c13faf298bd4d043,gemini-3-flash-preview,llm,92,,
624d25fb41f9cf4b55d04c8eb436377c3a45ce6b,gemini-3-flash-preview,llm,42,,
07d0763ce73e651b06156a36f39611c25c711610,gemini-3-flash-preview,llm,95,,
59ef7fed61892f3648e22a2f1367adb42232fcbf,gemini-3-flash-preview,llm,100,,
600895147473f1c069d71f01cdd43dc7bfd5e6a1,gemini-3-flash-preview,llm,90,,
1ce15556a6ecd32e85dba5bb36dde4d76e1c5051,gemini-3-flash-preview,llm,95,,
eadd5204f1ece5acef73a3463a1415f8d1ca7a5c,gemini-3-flash-preview,llm,85,,
bc515e0b2e22698ebf2d43848e13530cab176063,gemini-3-flash-preview,llm,78,,
fd402cf9179547abfc797792200004d282ad9586,gemini-3-flash-preview,llm,95,,
c050373c67f62d403af007d9eb5d13e0be7e7499,gemini-3-flash-preview,llm,25,,
0e024aa9a3966aa08067505120a4aa4c81b274af,gemini-3-flash-preview,llm,18,,
234a86a6e06755fa59fa48587df22a9215e1035f,gemini-3-flash-preview,llm,100,,
b7ed63e3e839a47424b597fbe9afe34a02f2bff7,gemini-3-flash-preview,llm,92,,
16a765535de47bf3b13ee7a9521c3e4d4bdcd7c6,gemini-3-flash-preview,llm,12,,
9a88fb66675988d4e3e53f5c4d560b406be16adc,gemini-3-flash-preview,llm,28,,
19b74e815da3a183dca72fcbb579ee0ebbacf46c,gemini-3-flash-preview,llm,96,,
be2a0403c02699697d4ae74e9e34e6235065c47e,gemini-3-flash-preview,llm,98,,
ec2a3c1ed00ff52458014d33e70c84563bb3a35c,gemini-3-flash-preview,llm,85,,
f0ee30fe144a887631635f81dd3d60ffa3acccf3,gemini-3-flash-preview,llm,98,,
40bd0e7275a33375f7b4974d3f5a3d798793b746,gemini-3-flash-preview,llm,88,,
6faed76ad73112b3c1e977ac3963de31759414c1,gemini-3-flash-preview,llm,82,,
a8b126ad58c3a9f135a99e99ff322542b936fd2c,gemini-3-flash-preview,llm,98,,
3127ff82ab8c81ccf8abcb87c45e08822d51e8c9,gemini-3-flash-preview,llm,98,,
bea1cd7bbbe650b1f6f8af958cb8625bc9c3867b,gemini-3-flash-preview,llm,92,,
a41c848b7e85308a6d59d8754b98ecca5c2a496a,gemini-3-flash-preview,llm,25,,
fa889e2afe648e07006fea8dacb7e359190043e7,gemini-3-flash-preview,llm,100,,
a0791b1392d79d0b7aa5e4ce8c6a1807a1878aad,gemini-3-flash-preview,llm,95,,
9b1300bf13adbf74106d550ced043f7c559984dc,gemini-3-flash-preview,llm,5,,
86c40ccddd5122fbe2ff35378ee721dfb4f49a4a,gemini-3-flash-preview,llm,18,,
4feb51273ee0b31101848b5b60cd0925504f8b2b,gemini-3-flash-preview,llm,25,,
98da4c99a9ac210ba9c4ef7e6d75e77f866bf361,gemini-3-flash-preview,llm,40,,
db536e6b8fb52194e96e1ab0c303df427a250671,gemini-3-flash-preview,llm,96,,
cbafdcc72ed819a9f8b44132c97631ea033e5f15,gemini-3-flash-preview,llm,60,,
b12d74a0c1efaab95de155263fc339a809eaf80e,gemini-3-flash-preview,llm,35,,
0b0dc91d76fb30e6accb8b5ad8725da615ad5b88,gemini-3-flash-preview,llm,98,,
3b1fc2b6201dfe2a15eaaf211768ca36df6b9a3d,gemini-3-flash-preview,llm,28,,
0788ddede6418749303137efa2046f012b83ac99,gemini-3-flash-preview,llm,20,,
03a86e325a4de9a461692f63214e93dd80e5815a,gemini-3-flash-preview,llm,20,,
50e22042ea676a4ed7f8bbad8f871e8be6d490e0,gemini-3-flash-preview,llm,60,,
78c26754943a165217dc03b8d60dd35ef25aaf31,gemini-3-flash-preview,llm,100,,
850f1096ba33bc861164313bf10b9c8d2d6083ed,gemini-3-flash-preview,llm,92,,
dbe8a172b4ca9be01ea458cb204b01eac3aa681a,gemini-3-flash-preview,llm,62,,
1a562a389efa0abaa01741fcb3f4db953d8606b9,gemini-3-flash-preview,llm,88,,
5b0d8cd6028cebb8e7ec2d96c42bebdbd0eb48d4,gemini-3-flash-preview,llm,65,,
